user_id,show_id,created_at,rating
78bedb2a-b90f-4ff4-bece-768ef1237661,62286,1566848669,0
78bedb2a-b90f-4ff4-bece-768ef1237661,8590,1566848673,0
78bedb2a-b90f-4ff4-bece-768ef1237661,54650,1566848675,1
78bedb2a-b90f-4ff4-bece-768ef1237661,79588,1566848680,1
53772215-550d-404c-8ac9-c3c1c9887e21,54650,1566848691,1
53772215-550d-404c-8ac9-c3c1c9887e21,62286,1566848693,1
53772215-550d-404c-8ac9-c3c1c9887e21,63201,1566848695,0
53772215-550d-404c-8ac9-c3c1c9887e21,64230,1566848695,1
fac41acc-0c7b-4b7e-a48e-def390c33ae8,75450,1566848721,0
fac41acc-0c7b-4b7e-a48e-def390c33ae8,62745,1566848724,0
751385a4-b848-4d5e-93d8-20703e335afb,62286,1566848912,0
751385a4-b848-4d5e-93d8-20703e335afb,64230,1566848917,1
751385a4-b848-4d5e-93d8-20703e335afb,75191,1566848918,1
751385a4-b848-4d5e-93d8-20703e335afb,6647,1566848918,1
751385a4-b848-4d5e-93d8-20703e335afb,1399,1566848920,1
751385a4-b848-4d5e-93d8-20703e335afb,60574,1566848925,1
751385a4-b848-4d5e-93d8-20703e335afb,37854,1566848929,1
751385a4-b848-4d5e-93d8-20703e335afb,80703,1566848931,1
308eec80-efad-4313-85ef-19ab7bccd412,54650,1566850313,1
308eec80-efad-4313-85ef-19ab7bccd412,66788,1566850314,0
8ab21558-383d-4361-8517-1ead75e02891,75865,1566850578,0
8ab21558-383d-4361-8517-1ead75e02891,1413,1566850579,0
8ab21558-383d-4361-8517-1ead75e02891,88046,1566850582,0
a2da6c14-315b-4e1b-8f6a-1b1ca9a7dda3,60574,1566850982,1
a2da6c14-315b-4e1b-8f6a-1b1ca9a7dda3,66788,1566850983,1
a2da6c14-315b-4e1b-8f6a-1b1ca9a7dda3,1054,1566850985,1
b2b7122d-c45c-486b-b0d3-0e3da0a798b5,1054,1566851206,1
8dcd85ce-aa5f-44e9-818f-f9071188fc50,62704,1566852169,1
8dcd85ce-aa5f-44e9-818f-f9071188fc50,62084,1566852185,1
78cd5193-859b-4564-bf1d-fb002871faf0,54650,1566852333,1
74c4a83d-34dd-43a6-a59c-cff1d796ddf2,90027,1566852758,1
ca247392-8777-4ff8-901e-9b6d246e1d5c,61463,1566852901,1
ca247392-8777-4ff8-901e-9b6d246e1d5c,1399,1566852904,0
ca247392-8777-4ff8-901e-9b6d246e1d5c,1409,1566852936,0
9a47a6cd-08b8-47f6-848f-13bd46c250ed,88063,1566853105,0
9a47a6cd-08b8-47f6-848f-13bd46c250ed,91902,1566853109,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,34307,1566853110,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,60572,1566853111,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,61789,1566853113,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,71809,1566853113,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,4607,1566853115,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,4613,1566853116,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,92875,1566853117,1
9a47a6cd-08b8-47f6-848f-13bd46c250ed,66788,1566853123,0
df9f877e-a6eb-4c2a-b297-10b3119143a3,60574,1566853286,0
4812e2d8-1241-4b89-aaa0-738d510b3d65,987,1566853759,0
4812e2d8-1241-4b89-aaa0-738d510b3d65,79588,1566853762,1
4812e2d8-1241-4b89-aaa0-738d510b3d65,67744,1566853772,1
4812e2d8-1241-4b89-aaa0-738d510b3d65,62084,1566853777,1
ca9995b8-82ec-4f63-a997-678321a4004d,60574,1566855061,1
ca9995b8-82ec-4f63-a997-678321a4004d,1399,1566855067,1
ca9995b8-82ec-4f63-a997-678321a4004d,64230,1566855073,1
ca9995b8-82ec-4f63-a997-678321a4004d,76479,1566855079,0
ca9995b8-82ec-4f63-a997-678321a4004d,76331,1566855081,0
ca9995b8-82ec-4f63-a997-678321a4004d,67744,1566855083,0
ca9995b8-82ec-4f63-a997-678321a4004d,48866,1566855089,1
ca9995b8-82ec-4f63-a997-678321a4004d,69478,1566855092,1
ca9995b8-82ec-4f63-a997-678321a4004d,82856,1566855106,1
ca9995b8-82ec-4f63-a997-678321a4004d,37680,1566855112,1
ca9995b8-82ec-4f63-a997-678321a4004d,1396,1566855113,1
ca9995b8-82ec-4f63-a997-678321a4004d,1412,1566855150,0
ca9995b8-82ec-4f63-a997-678321a4004d,1403,1566855163,1
ca9995b8-82ec-4f63-a997-678321a4004d,12609,1566855167,0
ca9995b8-82ec-4f63-a997-678321a4004d,1416,1566855173,0
ca9995b8-82ec-4f63-a997-678321a4004d,1622,1566855175,0
ca9995b8-82ec-4f63-a997-678321a4004d,44217,1566855183,1
ca9995b8-82ec-4f63-a997-678321a4004d,42009,1566855187,1
ca9995b8-82ec-4f63-a997-678321a4004d,1668,1566855201,1
ca9995b8-82ec-4f63-a997-678321a4004d,63247,1566855213,1
ca9995b8-82ec-4f63-a997-678321a4004d,19885,1566855219,1
ca9995b8-82ec-4f63-a997-678321a4004d,1415,1566855231,1
ca9995b8-82ec-4f63-a997-678321a4004d,67195,1566855233,1
ca9995b8-82ec-4f63-a997-678321a4004d,2288,1566855247,1
ca9995b8-82ec-4f63-a997-678321a4004d,1418,1566855257,1
ca9995b8-82ec-4f63-a997-678321a4004d,60059,1566855265,1
ca9995b8-82ec-4f63-a997-678321a4004d,60625,1566855269,1
ca9995b8-82ec-4f63-a997-678321a4004d,4613,1566855273,1
ca9995b8-82ec-4f63-a997-678321a4004d,46952,1566855281,0
ca9995b8-82ec-4f63-a997-678321a4004d,68421,1566855286,0
ca9995b8-82ec-4f63-a997-678321a4004d,79084,1566855293,0
ca9995b8-82ec-4f63-a997-678321a4004d,81355,1566855305,0
ca9995b8-82ec-4f63-a997-678321a4004d,72844,1566855316,0
ca9995b8-82ec-4f63-a997-678321a4004d,5920,1566855321,1
ca9995b8-82ec-4f63-a997-678321a4004d,46648,1566855323,1
ca9995b8-82ec-4f63-a997-678321a4004d,1425,1566855341,1
ca9995b8-82ec-4f63-a997-678321a4004d,2691,1566855344,1
ca9995b8-82ec-4f63-a997-678321a4004d,387,1566855346,1
ca9995b8-82ec-4f63-a997-678321a4004d,65300,1566855349,1
ca9995b8-82ec-4f63-a997-678321a4004d,1398,1566855365,1
ca9995b8-82ec-4f63-a997-678321a4004d,69061,1566855384,1
ca9995b8-82ec-4f63-a997-678321a4004d,92709,1566855390,1
ca9995b8-82ec-4f63-a997-678321a4004d,72750,1566855397,1
ca9995b8-82ec-4f63-a997-678321a4004d,65294,1566855400,1
ca9995b8-82ec-4f63-a997-678321a4004d,70453,1566855404,1
ca9995b8-82ec-4f63-a997-678321a4004d,87104,1566855406,1
ca9995b8-82ec-4f63-a997-678321a4004d,62126,1566855410,1
ca9995b8-82ec-4f63-a997-678321a4004d,1100,1566855413,1
ca9995b8-82ec-4f63-a997-678321a4004d,63333,1566855421,1
ca9995b8-82ec-4f63-a997-678321a4004d,79744,1566855423,1
ca9995b8-82ec-4f63-a997-678321a4004d,62017,1566855436,1
ca9995b8-82ec-4f63-a997-678321a4004d,79649,1566855439,1
ca9995b8-82ec-4f63-a997-678321a4004d,69740,1566855440,1
ca9995b8-82ec-4f63-a997-678321a4004d,1639,1566855446,1
ca9995b8-82ec-4f63-a997-678321a4004d,81358,1566855451,1
ca9995b8-82ec-4f63-a997-678321a4004d,38503,1566855453,1
ca9995b8-82ec-4f63-a997-678321a4004d,40008,1566855455,1
ca9995b8-82ec-4f63-a997-678321a4004d,75219,1566855470,0
ca9995b8-82ec-4f63-a997-678321a4004d,54671,1566855471,0
ca9995b8-82ec-4f63-a997-678321a4004d,60622,1566855479,1
ca9995b8-82ec-4f63-a997-678321a4004d,62285,1566855492,1
ca9995b8-82ec-4f63-a997-678321a4004d,83631,1566855503,1
ca9995b8-82ec-4f63-a997-678321a4004d,1411,1566855507,1
ca9995b8-82ec-4f63-a997-678321a4004d,4658,1566855511,1
ca9995b8-82ec-4f63-a997-678321a4004d,43616,1566855520,1
ca9995b8-82ec-4f63-a997-678321a4004d,1426,1566855522,0
ca9995b8-82ec-4f63-a997-678321a4004d,71738,1566855524,0
ca9995b8-82ec-4f63-a997-678321a4004d,1215,1566855539,1
ca9995b8-82ec-4f63-a997-678321a4004d,64513,1566855549,1
ca9995b8-82ec-4f63-a997-678321a4004d,62858,1566855554,1
ca9995b8-82ec-4f63-a997-678321a4004d,92381,1566855557,1
ca9995b8-82ec-4f63-a997-678321a4004d,70796,1566855565,1
ca9995b8-82ec-4f63-a997-678321a4004d,33907,1566855569,1
61d52147-35f0-4fc7-94a8-187082a5885a,62704,1566856344,1
61d52147-35f0-4fc7-94a8-187082a5885a,54650,1566856346,1
61d52147-35f0-4fc7-94a8-187082a5885a,62286,1566856350,1
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,71694,1566856821,1
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,1424,1566856872,1
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,67178,1566856873,1
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,34607,1566856873,0
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,1418,1566856874,0
0f46ba95-1a72-4e4d-aac2-6f70872f99f1,60572,1566856874,0
c37e64b8-1e87-4d81-ae1d-93b3c3b84e02,71694,1566857751,0
c37e64b8-1e87-4d81-ae1d-93b3c3b84e02,60735,1566857757,1
07bbc5c2-a098-4d12-b04a-6a33e23a1deb,66788,1566865496,1
07bbc5c2-a098-4d12-b04a-6a33e23a1deb,87692,1566865527,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,66788,1566885125,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,62704,1566885126,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,71446,1566885128,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1399,1566885132,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,67744,1566885140,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,87108,1566885143,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,66732,1566885144,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,37680,1566885146,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1416,1566885171,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,42009,1566885181,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1668,1566885188,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,19885,1566885206,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,66292,1566885207,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,63247,1566885208,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1418,1566885213,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,4607,1566885221,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,4613,1566885238,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,615,1566885243,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,79084,1566885250,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,46648,1566885259,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1421,1566885262,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,5920,1566885263,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,63351,1566885266,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,72844,1566885277,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,80968,1566885314,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,2691,1566885318,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1425,1566885332,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,33907,1566885339,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,67026,1566885343,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,87104,1566885378,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,70573,1566885399,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,16997,1566885412,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,4057,1566885415,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,88052,1566885429,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1100,1566885432,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,365,1566885473,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,60573,1566885486,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,65494,1566885517,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1435,1566885587,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,2211,1566885648,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1419,1566885696,0
ca6b1667-cce8-4f65-a098-8dd00aac22e2,326,1566885727,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,64513,1566885848,1
ca6b1667-cce8-4f65-a098-8dd00aac22e2,1431,1566885859,1
82746adb-db79-43af-bfb1-41b4dbdfdbcd,73223,1566892929,0
691db549-3750-4ce5-8938-f89afa83dc81,1399,1566892958,0
7aed79aa-a2b6-48a2-9483-e6d47be046bc,54650,1566895544,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,6647,1566895545,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,61463,1566895546,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,62286,1566895547,0
7aed79aa-a2b6-48a2-9483-e6d47be046bc,63201,1566895548,0
7aed79aa-a2b6-48a2-9483-e6d47be046bc,82092,1566895551,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,85950,1566895564,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,2734,1566895611,1
7aed79aa-a2b6-48a2-9483-e6d47be046bc,4601,1566895614,0
ccf7b237-3315-4225-861b-96dba47138b2,60574,1566910245,0
ccf7b237-3315-4225-861b-96dba47138b2,1054,1566910258,0
38bdba12-4d9e-4a65-b2c9-5b617d5c07f1,61190,1566910541,1
38bdba12-4d9e-4a65-b2c9-5b617d5c07f1,54650,1566910556,1
3f86e813-8ef7-442f-a6dd-3e772ab10204,85837,1566912522,1
3f86e813-8ef7-442f-a6dd-3e772ab10204,78533,1566912523,0
3f86e813-8ef7-442f-a6dd-3e772ab10204,66292,1566912533,0
e68ce078-69c6-4762-a978-49b0b3566d2f,66788,1566912610,0
e68ce078-69c6-4762-a978-49b0b3566d2f,62704,1566912611,1
e68ce078-69c6-4762-a978-49b0b3566d2f,71446,1566912615,1
e68ce078-69c6-4762-a978-49b0b3566d2f,1399,1566912621,1
e68ce078-69c6-4762-a978-49b0b3566d2f,66732,1566912631,1
e68ce078-69c6-4762-a978-49b0b3566d2f,37680,1566912633,0
e68ce078-69c6-4762-a978-49b0b3566d2f,67744,1566912640,0
e68ce078-69c6-4762-a978-49b0b3566d2f,87108,1566912641,0
e68ce078-69c6-4762-a978-49b0b3566d2f,63247,1566912669,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1668,1566912689,0
e68ce078-69c6-4762-a978-49b0b3566d2f,76669,1566912699,0
e68ce078-69c6-4762-a978-49b0b3566d2f,46648,1566912711,0
e68ce078-69c6-4762-a978-49b0b3566d2f,46952,1566912715,0
e68ce078-69c6-4762-a978-49b0b3566d2f,19885,1566912728,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1415,1566912732,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1418,1566912750,0
e68ce078-69c6-4762-a978-49b0b3566d2f,4087,1566912764,0
e68ce078-69c6-4762-a978-49b0b3566d2f,66292,1566912773,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1421,1566912782,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1104,1566912787,0
e68ce078-69c6-4762-a978-49b0b3566d2f,63351,1566912811,0
e68ce078-69c6-4762-a978-49b0b3566d2f,79084,1566912817,0
e68ce078-69c6-4762-a978-49b0b3566d2f,61056,1566912823,0
e68ce078-69c6-4762-a978-49b0b3566d2f,5920,1566912827,0
e68ce078-69c6-4762-a978-49b0b3566d2f,1425,1566912833,0
e68ce078-69c6-4762-a978-49b0b3566d2f,33907,1566912839,0
e68ce078-69c6-4762-a978-49b0b3566d2f,60622,1566912850,0
e68ce078-69c6-4762-a978-49b0b3566d2f,80968,1566912872,0
e68ce078-69c6-4762-a978-49b0b3566d2f,72844,1566912880,0
e68ce078-69c6-4762-a978-49b0b3566d2f,87104,1566912892,0
8189efee-9047-43ae-b4eb-acc2efc4cc31,1054,1566920335,0
8189efee-9047-43ae-b4eb-acc2efc4cc31,66788,1566920339,0
8189efee-9047-43ae-b4eb-acc2efc4cc31,60574,1566920339,0
2d07cfb6-e59b-4043-821e-ce03be6a3f3f,66870,1566940713,0
c3fa03ec-c245-4a4e-80dd-f25d42947696,74387,1566940751,0
69892284-25c6-4df6-a32e-5730e961932d,89235,1566984810,0
69892284-25c6-4df6-a32e-5730e961932d,456,1566984811,0
69892284-25c6-4df6-a32e-5730e961932d,90447,1566984812,0
69892284-25c6-4df6-a32e-5730e961932d,74387,1566984813,0
69892284-25c6-4df6-a32e-5730e961932d,60735,1566984815,0
69892284-25c6-4df6-a32e-5730e961932d,87108,1566984818,0
69892284-25c6-4df6-a32e-5730e961932d,79340,1566984820,0
521ec9b1-2f5f-4c80-8a3d-95dc0c8feec9,82006,1567069099,0
7ade4670-1e35-4d3a-9761-2bd0619ae1c9,90027,1567236231,0
7ade4670-1e35-4d3a-9761-2bd0619ae1c9,71809,1567236232,0
7ade4670-1e35-4d3a-9761-2bd0619ae1c9,79340,1567236237,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,71809,1567288928,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,71446,1567288933,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,1399,1567288935,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,62704,1567288937,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,64230,1567288941,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,76479,1567288947,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,12609,1567288951,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,1418,1567288965,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,44217,1567288970,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,1396,1567288971,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,1668,1567288981,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,387,1567289002,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,66292,1567289003,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,79130,1567289006,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,4607,1567289011,0
7a9a81d2-dd98-4ce7-8afa-b319bdaf4416,1408,1567289017,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,71809,1567367730,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,71446,1567367760,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,66732,1567367769,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,76479,1567367774,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,87108,1567367779,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,1402,1567367781,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,1396,1567367796,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,69478,1567367808,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,46952,1567367822,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,46648,1567367829,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,2288,1567367841,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,4087,1567367849,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,87104,1567367856,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,60625,1567367864,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,86735,1567367883,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,64054,1567367886,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,81355,1567367893,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,4057,1567367911,0
f17895f2-3c44-43f9-a5bd-6bcd00dfe9fc,41727,1567367927,0
d865fcde-f90c-4a43-8f9c-12beb50d6ee9,71809,1567555940,0
d865fcde-f90c-4a43-8f9c-12beb50d6ee9,1054,1567555941,0
d865fcde-f90c-4a43-8f9c-12beb50d6ee9,68665,1567555942,0
eaf4da35-b559-424b-b66c-758a90a7397f,60572,1567581415,0
eaf4da35-b559-424b-b66c-758a90a7397f,1418,1567581440,0
eaf4da35-b559-424b-b66c-758a90a7397f,456,1567581456,0
eaf4da35-b559-424b-b66c-758a90a7397f,62745,1567581479,0
eaf4da35-b559-424b-b66c-758a90a7397f,1668,1567581487,0
eaf4da35-b559-424b-b66c-758a90a7397f,4607,1567581552,0
eaf4da35-b559-424b-b66c-758a90a7397f,19885,1567581554,0
eaf4da35-b559-424b-b66c-758a90a7397f,33907,1567581560,0
eaf4da35-b559-424b-b66c-758a90a7397f,46648,1567581586,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1399,1567584709,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1622,1567584759,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,57243,1567584841,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1415,1567584851,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,46296,1567584861,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,33907,1567584896,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,32798,1567584941,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,71738,1567584944,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4087,1567584950,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1437,1567585005,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,655,1567585041,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,79744,1567585048,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1891,1567585056,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,62084,1567585071,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4629,1567585090,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4271,1567585104,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,46896,1567585134,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4327,1567585142,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,21510,1567585174,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,62650,1567585182,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1855,1567585186,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,70593,1567585195,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1274,1567585200,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,326,1567585212,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,63333,1567585393,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1419,1567585397,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,61381,1567585399,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,39340,1567585416,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1705,1567585426,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,7246,1567585434,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,3137,1567585485,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,3936,1567585495,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1920,1567585564,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,70513,1567585570,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4620,1567585573,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,45016,1567585581,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,34,1567585590,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,62699,1567585604,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1489,1567585612,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,3322,1567585675,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,13291,1567585727,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1426,1567585763,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1457,1567585809,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,62264,1567585812,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,39651,1567585817,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,2942,1567585832,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,67419,1567585941,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,1420,1567585946,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,86428,1567585948,0
ff3e2f50-371f-4511-a8b9-2a94bb9808bb,4616,1567585955,0
0011b125-d746-4af7-88dc-6dc0d291e629,46261,1567610657,0
0011b125-d746-4af7-88dc-6dc0d291e629,64230,1567610667,0
0011b125-d746-4af7-88dc-6dc0d291e629,1399,1567610677,0
0011b125-d746-4af7-88dc-6dc0d291e629,456,1567610689,0
0011b125-d746-4af7-88dc-6dc0d291e629,1433,1567610690,0
0011b125-d746-4af7-88dc-6dc0d291e629,62688,1567610697,0
0011b125-d746-4af7-88dc-6dc0d291e629,73223,1567610702,0
